ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,target
688,170000,F,bachelor,single,27,0
24070,70000,M,bachelor,single,26,0
28637,380000,F,bachelor,married,37,0
20751,230000,M,bachelor,married,36,0
24115,300000,M,bachelor,married,29,0
4289,100000,F,bachelor,single,25,0
23838,360000,F,bachelor,single,54,0
18762,240000,F,bachelor,single,29,0
15845,50000,F,bachelor,married,25,0
19784,290000,F,bachelor,married,35,0
12251,340000,F,bachelor,married,39,0
9381,170000,M,bachelor,single,27,0
24074,100000,M,bachelor,married,28,0
13417,500000,F,bachelor,single,33,0
18511,50000,F,bachelor,married,23,0
14879,30000,F,bachelor,married,53,0
6420,30000,F,bachelor,single,27,0
10779,120000,M,bachelor,married,26,0
25940,150000,F,bachelor,married,36,0
3051,160000,M,bachelor,single,26,0
22834,170000,F,bachelor,married,39,0
5332,20000,F,bachelor,NaN,52,0
7410,80000,M,bachelor,married,48,0
3717,230000,F,bachelor,single,30,0
9454,80000,M,bachelor,married,45,0
3728,120000,F,bachelor,single,24,0
14634,50000,M,bachelor,single,25,0
6418,50000,M,bachelor,single,25,0
4735,420000,M,bachelor,married,43,0
23707,410000,F,bachelor,married,50,0
24150,30000,M,bachelor,single,27,0
21991,50000,F,bachelor,single,29,0
22289,80000,F,master,single,30,1
12972,240000,F,master,single,29,1
654,450000,F,master,married,42,1
18114,240000,M,master,married,36,1
26122,380000,F,master,married,36,1
2563,140000,M,master,married,40,1
553,50000,M,master,married,56,1
6230,260000,F,master,single,29,1
11081,360000,M,master,single,31,1
14569,80000,F,master,single,34,1
9871,110000,F,master,single,37,1
4739,100000,M,master,single,33,1
1004,360000,M,master,single,36,1
24040,50000,M,master,single,27,1
14708,30000,M,master,single,30,1
29918,30000,M,master,single,33,1
2188,30000,M,master,married,57,1
16220,180000,F,master,single,44,1
7328,180000,F,master,single,27,1
9012,300000,F,master,single,48,1
10595,310000,F,master,married,34,1
10406,310000,M,master,single,29,1
26072,230000,F,master,single,33,1
17960,80000,M,master,single,33,1
29486,180000,M,master,married,32,1
5035,50000,F,master,single,23,1
6036,280000,M,master,married,45,1
9148,50000,M,master,single,27,1
4175,140000,F,master,single,34,1
2501,330000,M,master,married,34,1
26766,180000,M,master,single,26,1
1937,20000,F,master,single,24,1
26507,100000,F,master,married,52,1
14271,160000,F,master,married,40,1
17310,100000,F,master,married,42,1
20425,200000,M,master,married,27,1
9620,310000,M,master,single,37,1
28183,360000,F,master,single,33,1
22386,140000,F,master,single,29,1
3491,80000,M,master,married,45,1
27375,20000,M,master,single,34,1
1844,20000,M,master,single,41,1
5237,190000,F,master,married,39,1
23507,260000,F,master,single,33,1
22863,150000,F,master,single,31,1
29595,210000,M,master,married,44,1
21775,20000,F,master,single,24,1
3104,260000,F,master,single,29,1
3825,240000,F,master,married,34,1
1718,170000,M,master,single,37,1
20283,50000,F,master,married,50,1
12139,50000,F,master,single,25,1
28921,360000,F,master,single,33,1
17365,50000,F,master,married,43,1
658,190000,F,master,single,28,1
24446,140000,M,master,NaN,41,1
28776,120000,F,master,married,42,1
9955,70000,M,master,single,29,1
10350,20000,M,master,married,35,1
15891,30000,F,master,single,22,1
18673,20000,F,master,single,23,1
11654,30000,F,master,single,23,1
9446,20000,M,master,single,35,1
3195,20000,F,master,single,38,1
25739,180000,F,master,single,34,1
5693,50000,F,master,single,25,1
22390,310000,F,master,married,32,1
15036,200000,M,master,married,38,1
13306,270000,M,master,married,37,1
6875,10000,M,master,single,22,1
15586,500000,M,master,married,50,1
19926,80000,F,master,single,34,1
5349,220000,M,master,single,28,1
5816,30000,F,master,married,24,1
10488,170000,F,master,married,33,1
8249,140000,F,master,single,28,1
4671,500000,M,master,married,43,1
23620,150000,F,master,single,34,1
8642,20000,M,master,single,23,1
17919,120000,M,master,single,33,1
20982,230000,M,master,single,40,1
14064,120000,M,master,single,31,1
23240,330000,F,master,single,44,1
20001,220000,F,master,married,43,1
8143,360000,F,master,married,50,1
10481,130000,M,master,single,27,1
1045,20000,F,master,single,22,1
2404,320000,M,master,single,32,1
17024,70000,F,master,single,23,1
17180,50000,F,master,single,28,1
18445,20000,F,master,single,26,1
3074,360000,M,master,single,30,1
47,20000,F,master,single,22,1
2689,290000,F,master,single,30,1
12085,60000,M,master,single,27,1
9590,170000,F,master,single,30,1
18523,100000,F,master,single,26,1
21952,170000,F,master,single,27,1
12795,190000,M,master,single,31,1
8176,200000,M,master,single,31,1
27196,310000,M,master,married,33,1
10331,90000,F,master,single,32,1
10664,50000,F,master,married,36,1
11644,80000,F,master,married,34,1
13370,150000,M,master,married,31,1
10066,100000,M,master,single,27,1
11672,110000,M,master,married,56,1
14873,30000,M,master,married,40,1
20061,160000,F,master,married,43,1
16979,100000,F,master,married,30,1
4901,320000,F,master,single,28,1
14340,390000,M,master,married,36,1
14573,130000,M,master,married,34,1
19523,50000,F,master,single,28,1
5706,80000,M,master,single,28,1
17562,50000,F,master,married,35,1
12195,40000,M,master,single,25,1
18701,70000,F,master,single,25,1
27486,300000,M,master,married,58,1
16295,110000,F,master,married,44,1
5181,340000,F,master,single,47,1
25875,170000,F,master,married,35,1
15147,70000,F,master,single,23,1
24916,200000,M,master,NaN,47,1
14865,180000,F,master,married,39,1
7759,220000,M,master,single,32,1
2140,260000,M,master,married,43,1
4531,140000,F,master,single,31,1
13045,230000,M,master,married,39,1
12964,50000,F,master,single,28,1
17645,230000,F,master,married,44,1
8090,20000,M,master,single,24,1
5145,50000,M,master,single,23,1
25973,200000,F,master,single,31,1
9414,100000,F,master,married,39,1
26035,230000,F,master,married,30,1
8809,80000,F,master,single,25,1
29437,140000,M,master,single,28,1
6183,70000,F,master,single,24,1
20968,150000,M,master,married,38,1
23418,140000,F,master,married,40,1
19641,60000,F,master,single,32,1
12656,350000,F,master,single,24,1
9090,180000,F,master,single,31,1
14310,50000,F,master,single,22,1
12319,20000,F,master,single,27,1
670,20000,F,master,married,30,1
7228,410000,M,master,married,34,1
13855,360000,F,master,married,30,1
4946,20000,F,master,single,24,1
9965,200000,F,master,single,29,1
1965,150000,F,master,married,38,1
21892,70000,F,master,single,26,1
29824,220000,M,master,married,42,1
466,230000,M,master,married,59,1
21727,50000,F,master,single,22,1
19311,360000,F,master,single,33,1
3072,180000,F,master,single,28,1
7057,100000,M,master,single,29,1
8868,150000,F,master,married,30,1
17847,200000,M,master,single,26,1
12071,140000,F,master,married,41,1
17181,150000,F,master,single,28,1
11296,130000,F,master,single,30,1
8658,80000,F,master,single,26,1
3004,50000,M,master,married,41,1
1084,50000,F,master,single,25,1
10891,110000,F,master,married,32,1
4278,360000,F,master,single,29,1
8455,80000,F,master,single,29,1
10697,20000,M,master,single,26,1
8173,500000,M,master,single,43,1
12330,60000,F,master,single,36,1
9941,160000,M,master,married,51,1
15213,360000,F,master,single,27,1
12514,500000,F,master,married,52,0
123,110000,F,master,married,48,0
27879,100000,F,master,single,29,0
23075,210000,F,master,single,31,0
1200,360000,M,master,married,36,0
27977,180000,F,master,married,27,0
11291,50000,F,master,single,43,0
24955,180000,M,master,single,29,0
10701,150000,F,master,single,27,0
22236,180000,F,master,single,29,0
3560,200000,F,master,single,33,0
18945,200000,F,master,married,30,0
10902,210000,F,master,married,32,0
13970,210000,F,master,married,38,0
6936,200000,M,master,married,41,0
10188,170000,M,master,single,27,0
16421,320000,F,master,single,32,0
12853,330000,M,master,single,33,0
19676,340000,F,master,single,37,0
8274,80000,M,master,single,28,0
21829,270000,F,master,single,27,0
25790,150000,F,master,married,35,0
6527,20000,F,master,single,24,0
22820,500000,F,master,single,37,0
23191,340000,F,master,married,36,0
10131,470000,M,master,married,38,0
25696,270000,F,master,single,34,0
1389,220000,M,master,married,39,0
13743,90000,F,master,married,38,0
5566,240000,F,master,married,43,0
4558,160000,F,master,married,39,0
12093,220000,M,master,single,31,0
1338,290000,F,master,single,31,0
28425,220000,F,master,single,31,0
24293,280000,M,master,single,30,0
27303,500000,M,master,married,31,0
4644,500000,F,master,married,37,0
2389,390000,M,master,married,47,0
9682,460000,F,master,single,36,0
1804,20000,F,master,single,31,0
25354,30000,F,master,married,23,0
15315,150000,F,master,married,37,0
2717,70000,F,master,single,24,0
14788,500000,M,master,single,31,0
26732,70000,M,master,single,24,0
15869,220000,F,master,single,28,0
4152,320000,F,master,married,34,0
573,350000,M,master,single,33,0
28628,210000,F,master,single,31,0
27235,240000,M,master,married,35,0
27903,60000,F,master,single,25,0
23658,400000,F,master,married,37,0
26810,220000,M,master,single,32,0
8230,500000,M,master,married,42,0
6662,190000,F,master,married,33,0
8569,220000,M,master,married,50,0
19306,230000,F,master,single,31,0
14722,170000,F,master,single,37,0
5857,180000,F,master,single,31,0
22032,300000,F,master,single,28,0
23567,340000,F,master,single,37,0
12341,210000,F,master,single,26,0
22886,240000,F,master,married,31,0
12352,250000,F,master,married,32,0
2619,80000,F,master,single,27,0
27594,50000,F,master,married,29,0
27287,200000,M,master,married,34,0
12550,70000,M,master,single,26,0
1746,50000,F,master,single,22,0
26212,180000,F,master,married,29,0
15381,390000,F,master,single,30,0
10053,70000,M,master,single,26,0
10192,240000,F,master,married,33,0
3375,420000,M,master,married,34,0
24453,290000,M,master,single,31,0
2406,50000,F,school graduate,single,43,1
6630,30000,F,school graduate,married,44,1
29248,70000,M,school graduate,single,25,1
25852,100000,F,school graduate,married,43,1
29250,20000,M,school graduate,single,25,1
16300,10000,F,school graduate,single,45,1
8782,360000,M,school graduate,single,30,1
14043,110000,F,school graduate,single,27,1
17905,20000,M,school graduate,single,29,1
1264,150000,F,school graduate,married,43,1
27264,470000,M,school graduate,single,37,1
27499,500000,M,school graduate,married,55,1
12279,20000,M,school graduate,married,47,1
20473,80000,M,school graduate,married,34,1
28116,110000,F,school graduate,single,43,1
9866,100000,F,school graduate,married,50,1
26128,200000,F,school graduate,married,44,1
17824,30000,M,school graduate,single,25,1
4615,180000,M,school graduate,married,27,1
27244,180000,M,school graduate,married,37,1
2118,20000,M,school graduate,single,43,1
9695,20000,M,school graduate,single,23,1
18065,50000,M,school graduate,married,41,1
3336,30000,F,school graduate,married,41,1
7284,50000,M,school graduate,married,54,1
29109,50000,F,school graduate,single,57,1
20385,90000,M,school graduate,single,23,1
15384,20000,F,school graduate,married,45,1
16480,20000,F,school graduate,married,56,1
17909,130000,M,school graduate,married,34,1
4953,360000,F,school graduate,single,36,1
10598,100000,M,school graduate,married,30,1
18383,50000,F,school graduate,single,22,1
26729,50000,M,school graduate,single,24,1
27218,10000,M,school graduate,single,42,1
6751,30000,F,school graduate,married,46,1
388,80000,M,school graduate,married,73,1
15120,20000,M,school graduate,married,56,1
23822,60000,F,school graduate,married,50,1
17313,60000,F,school graduate,married,48,1
12925,30000,F,school graduate,married,21,1
29521,50000,M,school graduate,single,34,1
6616,60000,M,school graduate,single,34,1
8812,10000,F,school graduate,married,49,1
6522,60000,F,school graduate,single,24,1
9626,20000,M,school graduate,single,24,1
11369,180000,F,school graduate,married,63,1
26616,50000,M,school graduate,single,22,1
14352,440000,M,school graduate,married,38,1
6479,50000,M,school graduate,single,29,1
6582,240000,M,school graduate,married,40,1
3928,240000,F,school graduate,single,40,1
647,60000,M,school graduate,married,31,1
12889,70000,M,school graduate,married,69,1
16872,30000,M,school graduate,single,31,1
27523,200000,M,school graduate,married,54,1
6513,360000,M,school graduate,single,34,1
15600,90000,M,school graduate,married,56,1
14742,50000,M,school graduate,single,31,1
24200,220000,M,school graduate,married,30,1
15275,170000,F,school graduate,single,29,1
16462,20000,F,school graduate,single,50,1
200,30000,F,school graduate,single,22,1
15476,50000,M,school graduate,married,46,1
23760,140000,F,school graduate,married,50,1
26289,20000,F,school graduate,single,47,1
12959,50000,M,school graduate,single,23,1
29291,50000,M,school graduate,single,26,1
13540,440000,M,school graduate,married,47,1
16650,50000,M,school graduate,married,46,1
11728,130000,F,school graduate,married,26,1
25110,50000,M,school graduate,married,50,1
12526,327680,M,school graduate,single,42,1
11960,30000,F,school graduate,married,35,1
3739,360000,F,school graduate,married,29,1
16138,50000,F,school graduate,married,36,1
5150,30000,M,school graduate,single,29,1
28656,50000,F,school graduate,married,44,1
21339,20000,M,school graduate,single,53,1
29943,130000,M,school graduate,married,45,1
8702,340000,F,school graduate,single,46,1
8363,50000,F,school graduate,married,52,1
4694,70000,F,school graduate,married,33,1
15672,80000,M,school graduate,married,31,1
836,30000,F,school graduate,single,53,1
25851,300000,F,school graduate,married,32,1
19638,50000,F,school graduate,married,49,1
26581,360000,F,school graduate,NaN,58,0
14071,250000,F,school graduate,single,29,0
6699,190000,M,school graduate,married,29,0
21287,110000,M,school graduate,married,57,0
16400,100000,F,school graduate,single,39,0
28784,20000,F,school graduate,single,44,0
10771,50000,F,school graduate,single,22,0
24295,300000,M,school graduate,married,35,0
11627,90000,F,school graduate,single,23,0
17663,500000,F,school graduate,single,46,0
25128,50000,M,school graduate,married,50,0
25537,50000,F,school graduate,married,35,0
29617,280000,M,school graduate,married,45,0
20045,20000,F,school graduate,married,35,0
7300,90000,F,school graduate,married,49,0
7572,220000,F,school graduate,married,25,0
25703,200000,F,school graduate,refuse to answer,45,0
5273,140000,M,school graduate,married,32,0
1636,80000,M,school graduate,single,29,0
28272,130000,F,school graduate,married,38,0
3225,130000,F,school graduate,married,25,0
3572,190000,M,school graduate,married,37,0
26783,280000,M,school graduate,single,30,0
24428,130000,M,school graduate,single,30,0
27948,30000,F,school graduate,single,28,0
14530,240000,M,school graduate,married,38,0
6206,490000,M,school graduate,married,28,0
4636,50000,M,school graduate,single,28,0
8317,320000,F,school graduate,single,45,0
2396,110000,F,school graduate,married,27,0
6008,190000,F,school graduate,married,56,0
7177,340000,M,school graduate,married,29,0
26465,50000,F,school graduate,single,51,0
20666,190000,M,school graduate,married,41,0
14836,80000,F,school graduate,single,38,0
28658,50000,F,school graduate,married,46,0
27465,70000,M,school graduate,married,50,0
24968,260000,M,other,married,47,0
25124,500000,M,other,married,53,0
20544,160000,M,other,single,33,0
20185,200000,F,other,single,29,0
1370,310000,F,other,married,35,0
11784,20000,F,other,single,23,0
5409,60000,F,other,single,33,0
29840,150000,M,other,married,36,0
12559,50000,F,other,married,29,0
16791,250000,M,other,married,39,0
21173,400000,M,other,single,40,0
24550,150000,M,other,married,40,0
29967,150000,M,other,single,31,1
15908,110000,F,other,single,32,0
24902,210000,M,other,married,31,0
25470,150000,F,other,married,34,0
29489,100000,M,other,married,45,0
24159,20000,M,other,single,28,0
19621,50000,F,other,married,33,0
19147,210000,F,other,married,41,0
22040,90000,F,other,single,24,0
29444,240000,M,other,married,27,0
12320,240000,F,other,married,34,0
22729,150000,F,other,married,38,0
21930,130000,F,other,married,27,0
8671,260000,F,other,married,33,0
9047,30000,F,other,married,53,0
11155,10000,F,other,single,24,0
17322,260000,F,other,married,33,0
16948,30000,M,other,married,56,0
21093,260000,M,other,married,42,0
6469,340000,F,other,married,27,0
8663,440000,F,other,married,32,0
7412,50000,F,other,married,32,0
22874,230000,F,other,married,39,0
20977,240000,M,other,married,40,0
20335,440000,F,other,married,64,0
2670,10000,M,other,married,43,1
17476,150000,F,other,single,36,0
22720,290000,F,other,single,35,0
23621,100000,F,other,single,34,0
21852,80000,F,other,single,27,0
5278,210000,F,other,married,35,0
19339,200000,F,other,single,48,0
18500,70000,F,other,married,26,0
26547,500000,F,other,married,54,0
21007,20000,M,other,married,28,0
4483,20000,M,other,single,50,0
25326,200000,F,other,married,27,0
13593,160000,F,other,married,52,0
17803,80000,M,other,single,24,0
6502,180000,F,other,married,54,0
22401,260000,F,other,married,28,0
28891,50000,F,other,married,33,0
27145,160000,M,other,single,40,0
9724,230000,M,other,married,42,0
5271,20000,F,other,single,37,0
11931,10000,F,other,single,21,0
10720,140000,M,other,single,26,0
1266,80000,F,other,single,27,0
22810,200000,F,elementary education,single,40,0
19016,300000,F,elementary education,married,48,0
19377,500000,F,elementary education,single,38,0
4371,200000,F,elementary education,single,25,0
23468,230000,F,elementary education,single,30,0
1491,130000,F,elementary education,single,28,0
24826,460000,M,elementary education,married,35,0
24771,330000,M,elementary education,married,33,0
11373,20000,F,elementary education,single,22,0
13692,260000,F,elementary education,single,33,0
4997,180000,F,elementary education,married,34,0
22527,250000,F,elementary education,married,43,0
19711,300000,F,elementary education,married,41,0
5443,150000,M,elementary education,single,30,0
28111,220000,F,elementary education,married,35,0
16281,500000,F,elementary education,married,32,0
23019,190000,F,elementary education,married,34,0
7798,130000,F,elementary education,single,47,0
17600,500000,F,elementary education,married,39,0
20566,170000,M,elementary education,single,30,0
26198,280000,F,elementary education,single,29,0
28334,230000,F,elementary education,single,34,0
21413,180000,F,elementary education,single,26,0
20280,280000,F,elementary education,married,50,0
12715,150000,M,elementary education,married,41,0
16482,240000,F,elementary education,married,59,0
22320,200000,F,elementary education,single,27,0
23272,290000,F,elementary education,married,49,0
4576,50000,M,elementary education,single,22,0
28619,270000,F,elementary education,single,42,0
6877,360000,M,PhD,single,30,0
23235,220000,F,PhD,married,35,0
14632,350000,F,PhD,single,53,0
27156,160000,M,PhD,married,47,0
15108,210000,M,PhD,single,45,0
16882,100000,M,PhD,single,37,0
3770,290000,F,PhD,single,38,0
24138,150000,M,PhD,single,28,0
27271,250000,M,PhD,married,35,0
16897,200000,M,PhD,single,40,0
5946,270000,M,PhD,single,39,0
17415,230000,F,PhD,single,47,0
20031,200000,F,PhD,single,30,0
19921,50000,F,PhD,married,40,0
16,50000,F,school graduate,NaN,23,0
52,100000,F,school graduate,NaN,43,0
81,470000,F,school graduate,NaN,33,0
240,140000,F,bachelor,NaN,41,1
374,30000,M,school graduate,NaN,54,0
402,60000,F,school graduate,NaN,42,0
465,170000,F,school graduate,NaN,56,0
503,230000,F,NaN,single,46,0
505,30000,M,NaN,married,53,0
532,50000,M,bachelor,NaN,30,0
630,200000,F,school graduate,NaN,45,0
681,110000,F,bachelor,NaN,45,0
704,50000,F,bachelor,NaN,30,1
705,30000,F,bachelor,NaN,22,0
711,50000,M,master,NaN,49,0
811,120000,F,master,NaN,44,0
848,50000,M,bachelor,NaN,42,1
871,20000,F,bachelor,NaN,52,0
897,110000,M,master,NaN,55,1
899,90000,F,school graduate,NaN,51,1
974,150000,F,master,NaN,30,0
1021,70000,M,master,NaN,57,0
1035,60000,F,bachelor,NaN,39,0
1074,360000,M,NaN,married,66,0
1272,10000,F,bachelor,NaN,46,0
1457,50000,F,school graduate,NaN,43,0
1486,20000,F,bachelor,NaN,44,1
1553,20000,F,school graduate,NaN,47,0
1582,20000,M,school graduate,NaN,47,0
1617,20000,M,bachelor,NaN,35,1
1672,50000,F,bachelor,NaN,51,0
1832,270000,M,NaN,single,32,0
1847,50000,M,bachelor,NaN,53,0
2143,70000,F,school graduate,NaN,49,1
2291,10000,M,school graduate,NaN,54,0
2320,30000,F,school graduate,NaN,60,0
2346,20000,M,school graduate,NaN,46,0
2413,30000,M,bachelor,NaN,50,1
2594,90000,F,NaN,single,49,0
2790,50000,M,master,NaN,25,1
2801,20000,M,school graduate,NaN,46,0
2837,240000,F,bachelor,NaN,39,0
2850,50000,M,master,NaN,37,0
2894,70000,F,bachelor,NaN,24,0
2995,120000,M,bachelor,NaN,38,0
3000,50000,F,bachelor,NaN,52,0
3168,360000,F,bachelor,NaN,37,0
3318,200000,M,master,NaN,29,0
3437,80000,M,bachelor,NaN,58,0
3446,80000,F,school graduate,NaN,31,0
3462,60000,F,bachelor,NaN,35,0
3593,20000,F,school graduate,NaN,51,1
3668,180000,F,NaN,married,35,0
3701,50000,F,master,NaN,48,0
3705,20000,F,master,NaN,22,1
3897,30000,F,NaN,married,49,0
3945,50000,M,school graduate,NaN,45,0
3995,200000,M,master,NaN,43,0
4100,450000,F,NaN,married,51,0
4170,60000,M,bachelor,NaN,46,1
4264,30000,F,school graduate,NaN,52,1
4338,140000,F,bachelor,NaN,30,0
4425,250000,F,school graduate,NaN,49,0
4433,30000,F,school graduate,NaN,42,0
4473,130000,M,school graduate,NaN,52,1
4487,50000,M,master,NaN,45,0
4495,10000,M,school graduate,NaN,42,1
4624,50000,M,bachelor,NaN,41,0
4706,150000,F,bachelor,NaN,41,0
4810,500000,M,school graduate,NaN,53,0
4816,50000,M,bachelor,NaN,37,0
4830,10000,F,school graduate,NaN,48,0
4875,210000,F,bachelor,NaN,52,0
5079,50000,F,bachelor,NaN,48,1
5106,80000,M,bachelor,NaN,45,0
5107,20000,F,other,NaN,35,0
5175,80000,F,school graduate,NaN,29,0
5257,260000,F,school graduate,NaN,55,0
5281,10000,M,bachelor,NaN,37,0
5288,200000,F,bachelor,NaN,57,0
5332,20000,F,bachelor,NaN,52,0
5366,50000,M,school graduate,NaN,55,1
5413,50000,M,bachelor,NaN,49,0
5454,50000,M,bachelor,NaN,53,0
5473,20000,F,school graduate,NaN,55,1
5707,350000,F,master,NaN,48,0
5727,120000,F,bachelor,NaN,37,1
5731,50000,F,bachelor,NaN,37,0
5769,320000,M,master,NaN,32,0
5807,150000,F,bachelor,NaN,26,0
5837,90000,F,bachelor,NaN,36,0
5908,80000,M,bachelor,NaN,39,0
6019,20000,M,school graduate,NaN,57,0
6166,360000,F,bachelor,NaN,42,0
6340,200000,F,bachelor,NaN,35,0
6439,110000,F,bachelor,NaN,54,0
6517,10000,F,bachelor,NaN,38,0
6561,120000,F,bachelor,NaN,43,0
6588,280000,F,NaN,NaN,38,0
6605,20000,F,school graduate,NaN,27,0
6704,30000,M,master,NaN,27,0
6864,60000,F,school graduate,NaN,48,0
6869,80000,F,NaN,single,25,0
6887,50000,F,school graduate,NaN,55,0
6925,50000,F,bachelor,NaN,49,0
6934,50000,M,school graduate,NaN,59,0
6961,50000,M,bachelor,NaN,34,0
7026,90000,M,bachelor,NaN,40,1
7060,50000,F,bachelor,NaN,30,0
7076,50000,F,school graduate,NaN,43,0
7255,60000,M,school graduate,NaN,43,0
7306,50000,M,bachelor,NaN,51,0
7312,80000,F,bachelor,NaN,30,0
7343,20000,F,master,NaN,51,0
7432,110000,F,master,NaN,33,0
7601,20000,F,bachelor,NaN,46,0
7626,20000,F,school graduate,NaN,48,0
7640,20000,M,school graduate,NaN,48,1
7682,60000,F,bachelor,NaN,64,1
7752,90000,F,bachelor,NaN,40,0
7786,100000,M,school graduate,NaN,48,1
8032,130000,F,bachelor,NaN,38,0
8146,120000,M,bachelor,NaN,42,0
8374,20000,F,bachelor,NaN,47,0
8588,50000,F,bachelor,NaN,33,0
8753,50000,M,bachelor,NaN,36,1
8826,20000,F,school graduate,NaN,39,0
8961,50000,F,school graduate,NaN,45,0
9168,20000,F,school graduate,NaN,56,1
9192,350000,F,bachelor,NaN,44,0
9217,150000,M,bachelor,NaN,25,1
9503,80000,F,bachelor,NaN,52,0
9561,110000,F,bachelor,NaN,27,0
9605,290000,M,master,NaN,55,1
10221,60000,M,master,NaN,47,0
10225,80000,F,school graduate,NaN,60,0
10265,20000,M,master,NaN,47,0
10342,240000,M,master,NaN,65,0
10358,190000,F,NaN,married,48,0
10491,50000,F,NaN,single,33,0
10547,30000,F,school graduate,NaN,56,1
10897,60000,F,bachelor,NaN,39,0
11072,450000,M,master,NaN,37,0
11076,50000,M,school graduate,NaN,45,0
11141,180000,F,school graduate,NaN,40,0
11312,260000,F,bachelor,NaN,38,0
11435,220000,F,bachelor,NaN,50,0
11520,10000,M,master,NaN,46,1
11615,180000,F,bachelor,NaN,52,0
11725,20000,M,NaN,single,27,0
11757,30000,M,bachelor,NaN,45,0
11766,90000,M,school graduate,NaN,34,0
11794,30000,F,school graduate,NaN,26,1
11849,60000,F,NaN,married,39,0
12027,20000,F,bachelor,NaN,52,1
12038,80000,F,NaN,single,51,0
12097,50000,M,school graduate,NaN,55,0
12129,50000,M,bachelor,NaN,46,1
12144,20000,F,school graduate,NaN,41,0
12365,100000,F,school graduate,NaN,47,0
12396,70000,F,school graduate,NaN,51,0
12495,290000,F,master,NaN,29,1
12602,40000,M,bachelor,NaN,41,0
12632,60000,F,bachelor,NaN,28,0
12638,100000,M,master,NaN,48,1
12657,70000,M,bachelor,NaN,34,0
12665,50000,F,NaN,married,45,0
12683,30000,F,bachelor,NaN,41,0
12820,50000,F,bachelor,NaN,47,0
12828,30000,M,bachelor,NaN,49,0
12975,150000,F,master,NaN,55,0
13085,190000,F,bachelor,NaN,29,0
13149,10000,M,NaN,single,47,0
13227,20000,F,school graduate,NaN,53,0
13286,100000,F,school graduate,NaN,43,0
13321,50000,F,bachelor,NaN,46,0
13363,50000,M,bachelor,NaN,37,0
13467,30000,M,school graduate,NaN,45,0
13479,30000,M,bachelor,NaN,43,1
13510,30000,F,school graduate,NaN,48,0
13555,140000,M,master,NaN,59,0
13615,70000,F,school graduate,NaN,39,0
13691,60000,F,school graduate,NaN,53,0
13761,480000,M,NaN,single,49,0
13947,100000,M,NaN,single,51,0
14125,90000,M,NaN,married,57,0
14152,20000,F,school graduate,NaN,43,0
14172,50000,M,bachelor,NaN,35,1
14190,30000,M,bachelor,NaN,27,0
14265,70000,F,bachelor,NaN,42,0
14273,60000,F,bachelor,NaN,49,1
14278,20000,F,bachelor,NaN,47,0
14302,50000,M,school graduate,NaN,58,0
14442,260000,M,master,NaN,41,0
14457,210000,M,bachelor,NaN,27,0
14458,10000,M,bachelor,NaN,28,1
14531,30000,M,bachelor,NaN,44,1
14567,200000,M,master,NaN,50,1
14588,130000,M,school graduate,NaN,40,0
14638,10000,F,school graduate,NaN,52,1
14649,30000,F,bachelor,NaN,22,0
14790,50000,M,bachelor,NaN,41,0
14889,450000,F,master,NaN,37,0
14906,90000,F,NaN,NaN,46,0
15052,200000,M,master,NaN,45,0
15078,50000,M,NaN,married,45,0
15096,500000,M,master,NaN,38,1
15117,50000,M,master,NaN,51,0
15227,130000,F,NaN,married,44,1
15296,30000,F,bachelor,NaN,41,1
15327,130000,F,school graduate,NaN,43,0
15351,50000,F,school graduate,NaN,37,1
15388,30000,F,NaN,married,45,0
15417,350000,F,master,NaN,53,0
15759,20000,F,master,NaN,22,1
15787,50000,F,bachelor,NaN,24,0
15968,30000,F,bachelor,NaN,35,1
16001,20000,F,bachelor,NaN,44,1
16029,50000,F,school graduate,NaN,43,1
16050,110000,F,school graduate,NaN,37,0
16122,20000,F,bachelor,NaN,30,1
16226,50000,F,bachelor,NaN,34,1
16243,360000,F,master,NaN,35,0
16302,20000,F,school graduate,NaN,32,0
16314,70000,F,bachelor,NaN,45,0
16327,200000,F,bachelor,NaN,40,1
16574,50000,M,bachelor,NaN,30,0
16697,50000,M,school graduate,NaN,44,0
16716,300000,M,NaN,married,46,0
16719,20000,M,school graduate,NaN,46,0
16767,50000,M,bachelor,NaN,34,0
16821,20000,M,NaN,single,41,0
16851,230000,M,bachelor,NaN,37,0
16926,30000,M,school graduate,NaN,52,1
16942,20000,M,school graduate,NaN,59,1
17233,10000,F,bachelor,NaN,46,1
17327,90000,F,bachelor,NaN,36,0
17491,50000,F,bachelor,NaN,39,0
17522,150000,F,NaN,married,47,0
17753,150000,F,bachelor,NaN,54,0
17766,20000,F,bachelor,NaN,56,0
17773,70000,F,school graduate,NaN,58,0
17783,60000,F,school graduate,NaN,64,0
17935,150000,M,master,NaN,45,0
17971,120000,M,bachelor,NaN,48,0
17989,50000,M,bachelor,NaN,48,1
18137,50000,M,master,NaN,37,0
18214,300000,M,master,NaN,50,1
18218,50000,M,bachelor,NaN,52,0
18272,30000,M,bachelor,NaN,58,0
18274,70000,M,bachelor,NaN,47,1
18340,20000,F,NaN,single,22,1
18693,130000,F,bachelor,NaN,25,1
19031,50000,F,school graduate,NaN,49,0
19092,50000,F,bachelor,NaN,31,1
19456,100000,F,master,NaN,47,0
19661,20000,F,school graduate,NaN,44,1
19982,180000,F,bachelor,NaN,43,0
20051,10000,F,bachelor,NaN,43,0
